,exchangetoken,tradingsymbol,symbolname,description,expiry,strikeprice,ticksize,lotsize,optiontype,series,assettype,exchange,isin,qtyunits,prcunits,prcqtn,multiplier,asmgsmflag,asmgsmmsg
92631,884853_BFO,SENSEX26DEC86000PE,SENSEX,SENSEX26DEC86000PE,25/DEC/26,86000.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92633,1141075_BFO,SENSEX24N0882300CE,SENSEX,SENSEX24N0882300CE,08/NOV/24,82300.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
92634,1164701_BFO,SENSEX25JAN75600PE,SENSEX,SENSEX25JAN75600PE,31/JAN/25,75600.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92635,871192_BFO,SENSEX24DEC75000PE,SENSEX,SENSEX24DEC75000PE,27/DEC/24,75000.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92639,1164872_BFO,SENSEX24D1379100CE,SENSEX,SENSEX24D1379100CE,13/DEC/24,79100.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
92641,885260_BFO,SENSEX26JUN86000CE,SENSEX,SENSEX26JUN86000CE,26/JUN/26,86000.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
92647,846544_BFO,SENSEX25DEC84000CE,SENSEX,SENSEX25DEC84000CE,26/DEC/25,84000.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
92648,853624_BFO,SENSEX29JUN79000CE,SENSEX,SENSEX29JUN79000CE,29/JUN/29,79000.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
92650,1164658_BFO,SENSEX25JAN76800CE,SENSEX,SENSEX25JAN76800CE,31/JAN/25,76800.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
92651,1161128_BFO,SENSEX24D0683000CE,SENSEX,SENSEX24D0683000CE,06/DEC/24,83000.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
92652,1140236_BFO,SENSEX24N0886300CE,SENSEX,SENSEX24N0886300CE,08/NOV/24,86300.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
92653,1163470_BFO,SENSEX24N2276100PE,SENSEX,SENSEX24N2276100PE,22/NOV/24,76100.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92654,884522_BFO,SENSEX24DEC76000PE,SENSEX,SENSEX24DEC76000PE,27/DEC/24,76000.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92655,1164457_BFO,SENSEX25JAN80200CE,SENSEX,SENSEX25JAN80200CE,31/JAN/25,80200.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
92656,1126349_BFO,SENSEX24NOV79700PE,SENSEX,SENSEX24NOV79700PE,29/NOV/24,79700.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92657,1164813_BFO,SENSEX24NOV75600PE,SENSEX,SENSEX24NOV75600PE,29/NOV/24,75600.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92658,1143204_BFO,SENSEX24DEC89000CE,SENSEX,SENSEX24DEC89000CE,27/DEC/24,89000.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
92659,1164523_BFO,SENSEX25JAN80800CE,SENSEX,SENSEX25JAN80800CE,31/JAN/25,80800.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
92660,1149311_BFO,SENSEX24N1477700PE,SENSEX,SENSEX24N1477700PE,14/NOV/24,77700.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92662,1138157_BFO,SENSEX24DEC84500PE,SENSEX,SENSEX24DEC84500PE,27/DEC/24,84500.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92663,1161502_BFO,SENSEX24D0678300PE,SENSEX,SENSEX24D0678300PE,06/DEC/24,78300.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92664,1164996_BFO,SENSEX24D0675400PE,SENSEX,SENSEX24D0675400PE,06/DEC/24,75400.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92665,870751_BFO,SENSEX28JUN75000PE,SENSEX,SENSEX28JUN75000PE,30/JUN/28,75000.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92666,1148809_BFO,SENSEX24N0879500PE,SENSEX,SENSEX24N0879500PE,08/NOV/24,79500.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92667,1163832_BFO,SENSEX24D1379000CE,SENSEX,SENSEX24D1379000CE,13/DEC/24,79000.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
92669,1140491_BFO,SENSEX24N0886500PE,SENSEX,SENSEX24N0886500PE,08/NOV/24,86500.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92671,843173_BFO,SENSEX25MAR81000PE,SENSEX,SENSEX25MAR81000PE,28/MAR/25,81000.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92673,1165177_BFO,SENSEX25JAN83800PE,SENSEX,SENSEX25JAN83800PE,31/JAN/25,83800.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92674,1164397_BFO,SENSEX24D1376500CE,SENSEX,SENSEX24D1376500CE,13/DEC/24,76500.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
92675,1161299_BFO,SENSEX24D0678300CE,SENSEX,SENSEX24D0678300CE,06/DEC/24,78300.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
92676,1137935_BFO,SENSEX24DEC81500PE,SENSEX,SENSEX24DEC81500PE,27/DEC/24,81500.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92678,1161241_BFO,SENSEX24D0681800PE,SENSEX,SENSEX24D0681800PE,06/DEC/24,81800.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92679,1164025_BFO,SENSEX24O3175900CE,SENSEX,SENSEX24O3175900CE,31/OCT/24,75900.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
92682,1141774_BFO,SENSEX24O3188700CE,SENSEX,SENSEX24O3188700CE,31/OCT/24,88700.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
92684,1150610_BFO,SENSEX24N2277400PE,SENSEX,SENSEX24N2277400PE,22/NOV/24,77400.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92685,1161318_BFO,SENSEX24D0680200CE,SENSEX,SENSEX24D0680200CE,06/DEC/24,80200.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
92688,1126314_BFO,SENSEX24NOV82200CE,SENSEX,SENSEX24NOV82200CE,29/NOV/24,82200.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
92694,1159547_BFO,SENSEX27DEC78000CE,SENSEX,SENSEX27DEC78000CE,31/DEC/27,78000.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
92695,1146686_BFO,SENSEX24N1486300PE,SENSEX,SENSEX24N1486300PE,14/NOV/24,86300.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92696,1127052_BFO,SENSEX28DEC88000PE,SENSEX,SENSEX28DEC88000PE,29/DEC/28,88000.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92699,1163979_BFO,SENSEX24D1376400PE,SENSEX,SENSEX24D1376400PE,13/DEC/24,76400.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92700,1164137_BFO,SENSEX24D1375800PE,SENSEX,SENSEX24D1375800PE,13/DEC/24,75800.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92704,1164422_BFO,SENSEX24NOV75500PE,SENSEX,SENSEX24NOV75500PE,29/NOV/24,75500.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92706,1164570_BFO,SENSEX24D1375900CE,SENSEX,SENSEX24D1375900CE,13/DEC/24,75900.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
92707,1141212_BFO,SENSEX24O3187800CE,SENSEX,SENSEX24O3187800CE,31/OCT/24,87800.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
92708,1141857_BFO,SENSEX24DEC88800CE,SENSEX,SENSEX24DEC88800CE,27/DEC/24,88800.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
92709,862547_BFO,SENSEX27JUN74000PE,SENSEX,SENSEX27JUN74000PE,25/JUN/27,74000.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92710,1141685_BFO,SENSEX24N0888700PE,SENSEX,SENSEX24N0888700PE,08/NOV/24,88700.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92713,1149524_BFO,SENSEX24N2282700PE,SENSEX,SENSEX24N2282700PE,22/NOV/24,82700.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92717,846591_BFO,SENSEX26DEC84000CE,SENSEX,SENSEX26DEC84000CE,25/DEC/26,84000.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
92719,1150781_BFO,SENSEX24N0877100CE,SENSEX,SENSEX24N0877100CE,08/NOV/24,77100.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
92720,1165497_BFO,SENSEX25JAN84400PE,SENSEX,SENSEX25JAN84400PE,31/JAN/25,84400.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92722,1162430_BFO,SENSEX24N2276500PE,SENSEX,SENSEX24N2276500PE,22/NOV/24,76500.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92723,1146899_BFO,SENSEX24N1483300CE,SENSEX,SENSEX24N1483300CE,14/NOV/24,83300.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
92725,1126657_BFO,SENSEX24NOV79800CE,SENSEX,SENSEX24NOV79800CE,29/NOV/24,79800.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
92727,882985_BFO,SENSEX26DEC76000CE,SENSEX,SENSEX26DEC76000CE,25/DEC/26,76000.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
92728,1150449_BFO,SENSEX24NOV77100PE,SENSEX,SENSEX24NOV77100PE,29/NOV/24,77100.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92729,1146882_BFO,SENSEX24N1484500PE,SENSEX,SENSEX24N1484500PE,14/NOV/24,84500.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92730,1136101_BFO,SENSEX24O3179500CE,SENSEX,SENSEX24O3179500CE,31/OCT/24,79500.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
92732,1161537_BFO,SENSEX24D0683000PE,SENSEX,SENSEX24D0683000PE,06/DEC/24,83000.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92735,1136159_BFO,SENSEX24O3181700PE,SENSEX,SENSEX24O3181700PE,31/OCT/24,81700.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92736,1147704_BFO,SENSEX24N1480800PE,SENSEX,SENSEX24N1480800PE,14/NOV/24,80800.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92737,1164072_BFO,SENSEX25JAN76800PE,SENSEX,SENSEX25JAN76800PE,31/JAN/25,76800.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92738,1146924_BFO,SENSEX24N1488800PE,SENSEX,SENSEX24N1488800PE,14/NOV/24,88800.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92740,1149133_BFO,SENSEX24N2283300PE,SENSEX,SENSEX24N2283300PE,22/NOV/24,83300.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92741,1164961_BFO,SENSEX24O3175700CE,SENSEX,SENSEX24O3175700CE,31/OCT/24,75700.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
92742,1164848_BFO,SENSEX24D1381700CE,SENSEX,SENSEX24D1381700CE,13/DEC/24,81700.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
92744,1164374_BFO,SENSEX25JAN83100CE,SENSEX,SENSEX25JAN83100CE,31/JAN/25,83100.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
92745,1149909_BFO,SENSEX24N2281600CE,SENSEX,SENSEX24N2281600CE,22/NOV/24,81600.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
92746,1149435_BFO,SENSEX24N2277900PE,SENSEX,SENSEX24N2277900PE,22/NOV/24,77900.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92747,1148655_BFO,SENSEX24O3178700PE,SENSEX,SENSEX24O3178700PE,31/OCT/24,78700.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92749,1146752_BFO,SENSEX24N1487100PE,SENSEX,SENSEX24N1487100PE,14/NOV/24,87100.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92750,1149661_BFO,SENSEX24O3178400PE,SENSEX,SENSEX24O3178400PE,31/OCT/24,78400.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92751,1149226_BFO,SENSEX24N2278100CE,SENSEX,SENSEX24N2278100CE,22/NOV/24,78100.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
92752,1140917_BFO,SENSEX24N0883500CE,SENSEX,SENSEX24N0883500CE,08/NOV/24,83500.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
92754,1165559_BFO,SENSEX24D1384100PE,SENSEX,SENSEX24D1384100PE,13/DEC/24,84100.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92755,1141387_BFO,SENSEX24N0888500PE,SENSEX,SENSEX24N0888500PE,08/NOV/24,88500.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92756,1140120_BFO,SENSEX24DEC88200PE,SENSEX,SENSEX24DEC88200PE,27/DEC/24,88200.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92759,1138064_BFO,SENSEX24DEC84900CE,SENSEX,SENSEX24DEC84900CE,27/DEC/24,84900.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
92760,1164116_BFO,SENSEX24D1378000PE,SENSEX,SENSEX24D1378000PE,13/DEC/24,78000.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92761,1164339_BFO,SENSEX25JAN75800CE,SENSEX,SENSEX25JAN75800CE,31/JAN/25,75800.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
92763,1149379_BFO,SENSEX24N2278100PE,SENSEX,SENSEX24N2278100PE,22/NOV/24,78100.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92764,843050_BFO,SENSEX28DEC81000PE,SENSEX,SENSEX28DEC81000PE,29/DEC/28,81000.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92765,1161197_BFO,SENSEX24D0679600CE,SENSEX,SENSEX24D0679600CE,06/DEC/24,79600.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
92767,1162926_BFO,SENSEX24O3176300CE,SENSEX,SENSEX24O3176300CE,31/OCT/24,76300.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
92772,1164222_BFO,SENSEX24D1381400CE,SENSEX,SENSEX24D1381400CE,13/DEC/24,81400.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
92776,1147462_BFO,SENSEX24N1481200PE,SENSEX,SENSEX24N1481200PE,14/NOV/24,81200.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92779,884552_BFO,SENSEX25JUN86000PE,SENSEX,SENSEX25JUN86000PE,27/JUN/25,86000.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92780,1128232_BFO,SENSEX24NOV77400PE,SENSEX,SENSEX24NOV77400PE,29/NOV/24,77400.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92782,1107249_BFO,SENSEX25MAR87000CE,SENSEX,SENSEX25MAR87000CE,28/MAR/25,87000.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
92784,863833_BFO,SENSEX29JUN77000PE,SENSEX,SENSEX29JUN77000PE,29/JUN/29,77000.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92785,1148265_BFO,SENSEX24N0880200PE,SENSEX,SENSEX24N0880200PE,08/NOV/24,80200.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92786,874662_BFO,SENSEX25MAR77000CE,SENSEX,SENSEX25MAR77000CE,28/MAR/25,77000.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
92787,1138503_BFO,SENSEX24DEC79500CE,SENSEX,SENSEX24DEC79500CE,27/DEC/24,79500.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
92790,1151066_BFO,SENSEX24N1477500CE,SENSEX,SENSEX24N1477500CE,14/NOV/24,77500.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
92791,1161443_BFO,SENSEX24D0681800CE,SENSEX,SENSEX24D0681800CE,06/DEC/24,81800.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
92793,1136340_BFO,SENSEX24O3181900PE,SENSEX,SENSEX24O3181900PE,31/OCT/24,81900.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92794,1146330_BFO,SENSEX24N1482900CE,SENSEX,SENSEX24N1482900CE,14/NOV/24,82900.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
92795,1165490_BFO,SENSEX25JAN84100CE,SENSEX,SENSEX25JAN84100CE,31/JAN/25,84100.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
92796,1149818_BFO,SENSEX24N2281200CE,SENSEX,SENSEX24N2281200CE,22/NOV/24,81200.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
92797,1135917_BFO,SENSEX24O3180100PE,SENSEX,SENSEX24O3180100PE,31/OCT/24,80100.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92798,1135877_BFO,SENSEX24O3185000CE,SENSEX,SENSEX24O3185000CE,31/OCT/24,85000.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
92799,1150298_BFO,SENSEX24N1477600CE,SENSEX,SENSEX24N1477600CE,14/NOV/24,77600.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
92800,1146658_BFO,SENSEX24N1482000PE,SENSEX,SENSEX24N1482000PE,14/NOV/24,82000.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92803,1126519_BFO,SENSEX24NOV81500CE,SENSEX,SENSEX24NOV81500CE,29/NOV/24,81500.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
92804,1136493_BFO,SENSEX24O3182300PE,SENSEX,SENSEX24O3182300PE,31/OCT/24,82300.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92805,1144617_BFO,SENSEX24DEC89500CE,SENSEX,SENSEX24DEC89500CE,27/DEC/24,89500.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
92806,885202_BFO,SENSEX28JUN86000CE,SENSEX,SENSEX28JUN86000CE,30/JUN/28,86000.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
92807,1126520_BFO,SENSEX24NOV80000CE,SENSEX,SENSEX24NOV80000CE,29/NOV/24,80000.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
92809,1165131_BFO,SENSEX24D1383800PE,SENSEX,SENSEX24D1383800PE,13/DEC/24,83800.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92810,1164814_BFO,SENSEX24D1379100PE,SENSEX,SENSEX24D1379100PE,13/DEC/24,79100.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92814,1163905_BFO,SENSEX24D1378800PE,SENSEX,SENSEX24D1378800PE,13/DEC/24,78800.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92816,880571_BFO,SENSEX24DEC80000PE,SENSEX,SENSEX24DEC80000PE,27/DEC/24,80000.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92818,1161413_BFO,SENSEX24D0677900PE,SENSEX,SENSEX24D0677900PE,06/DEC/24,77900.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92820,1138028_BFO,SENSEX24DEC86600PE,SENSEX,SENSEX24DEC86600PE,27/DEC/24,86600.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92821,1164427_BFO,SENSEX24D0675700PE,SENSEX,SENSEX24D0675700PE,06/DEC/24,75700.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92822,1149485_BFO,SENSEX24O3177700PE,SENSEX,SENSEX24O3177700PE,31/OCT/24,77700.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92824,1138656_BFO,SENSEX24DEC78900CE,SENSEX,SENSEX24DEC78900CE,27/DEC/24,78900.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
92826,1161114_BFO,SENSEX24D0681000PE,SENSEX,SENSEX24D0681000PE,06/DEC/24,81000.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92827,1164152_BFO,SENSEX24D1380600CE,SENSEX,SENSEX24D1380600CE,13/DEC/24,80600.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
92829,1146588_BFO,SENSEX24N1487900PE,SENSEX,SENSEX24N1487900PE,14/NOV/24,87900.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92830,1143920_BFO,SENSEX24N0889500PE,SENSEX,SENSEX24N0889500PE,08/NOV/24,89500.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92832,1164581_BFO,SENSEX24D1381200PE,SENSEX,SENSEX24D1381200PE,13/DEC/24,81200.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92843,1163988_BFO,SENSEX24D1378100PE,SENSEX,SENSEX24D1378100PE,13/DEC/24,78100.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92845,1164164_BFO,SENSEX24D1382900PE,SENSEX,SENSEX24D1382900PE,13/DEC/24,82900.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92846,885026_BFO,SENSEX27JUN86000PE,SENSEX,SENSEX27JUN86000PE,25/JUN/27,86000.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92848,1161219_BFO,SENSEX24D0678400PE,SENSEX,SENSEX24D0678400PE,06/DEC/24,78400.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92849,1136164_BFO,SENSEX24O3180200PE,SENSEX,SENSEX24O3180200PE,31/OCT/24,80200.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92851,1149186_BFO,SENSEX24N2278800CE,SENSEX,SENSEX24N2278800CE,22/NOV/24,78800.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
92854,1140983_BFO,SENSEX24N0882300PE,SENSEX,SENSEX24N0882300PE,08/NOV/24,82300.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92855,1127130_BFO,SENSEX29JUN88000PE,SENSEX,SENSEX29JUN88000PE,29/JUN/29,88000.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92857,1163835_BFO,SENSEX25SEP74000PE,SENSEX,SENSEX25SEP74000PE,26/SEP/25,74000.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92858,1146212_BFO,SENSEX24N1485200PE,SENSEX,SENSEX24N1485200PE,14/NOV/24,85200.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92859,1146970_BFO,SENSEX25SEP84000CE,SENSEX,SENSEX25SEP84000CE,26/SEP/25,84000.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
92860,1136399_BFO,SENSEX24O3184700CE,SENSEX,SENSEX24O3184700CE,31/OCT/24,84700.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
92861,1138293_BFO,SENSEX24DEC82400PE,SENSEX,SENSEX24DEC82400PE,27/DEC/24,82400.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92863,1164521_BFO,SENSEX25JAN76200PE,SENSEX,SENSEX25JAN76200PE,31/JAN/25,76200.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92864,1149625_BFO,SENSEX24N2283800CE,SENSEX,SENSEX24N2283800CE,22/NOV/24,83800.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
92865,1159651_BFO,SENSEX28JUN78000PE,SENSEX,SENSEX28JUN78000PE,30/JUN/28,78000.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92867,1161325_BFO,SENSEX24D0679100CE,SENSEX,SENSEX24D0679100CE,06/DEC/24,79100.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
92868,1138774_BFO,SENSEX24DEC80400PE,SENSEX,SENSEX24DEC80400PE,27/DEC/24,80400.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92870,1149890_BFO,SENSEX24N1478200PE,SENSEX,SENSEX24N1478200PE,14/NOV/24,78200.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92871,1162557_BFO,SENSEX24N1476800PE,SENSEX,SENSEX24N1476800PE,14/NOV/24,76800.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92872,1126326_BFO,SENSEX24NOV86200PE,SENSEX,SENSEX24NOV86200PE,29/NOV/24,86200.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92874,1126567_BFO,SENSEX24NOV79200PE,SENSEX,SENSEX24NOV79200PE,29/NOV/24,79200.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92875,1164375_BFO,SENSEX24N2275600CE,SENSEX,SENSEX24N2275600CE,22/NOV/24,75600.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
92877,1141222_BFO,SENSEX24NOV87900CE,SENSEX,SENSEX24NOV87900CE,29/NOV/24,87900.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
92878,1164708_BFO,SENSEX25JAN78100CE,SENSEX,SENSEX25JAN78100CE,31/JAN/25,78100.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
92879,1140905_BFO,SENSEX24DEC87700PE,SENSEX,SENSEX24DEC87700PE,27/DEC/24,87700.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92880,1145819_BFO,SENSEX27DEC91000CE,SENSEX,SENSEX27DEC91000CE,31/DEC/27,91000.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
92882,1149866_BFO,SENSEX24N2279100PE,SENSEX,SENSEX24N2279100PE,22/NOV/24,79100.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92884,1162974_BFO,SENSEX24DEC76800CE,SENSEX,SENSEX24DEC76800CE,27/DEC/24,76800.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
92885,1161162_BFO,SENSEX24D0680100CE,SENSEX,SENSEX24D0680100CE,06/DEC/24,80100.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
92886,1164862_BFO,SENSEX24D1377400CE,SENSEX,SENSEX24D1377400CE,13/DEC/24,77400.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
92887,857924_BFO,SENSEX25DEC74000PE,SENSEX,SENSEX25DEC74000PE,26/DEC/25,74000.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
92889,858845_BFO,SENSEX29JUN79000PE,SENSEX,SENSEX29JUN79000PE,29/JUN/29,79000.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
