token,isin,return_option,schemeName,schemePlan,schemeCode,NAV,ChangeInNAV,ChangeInNAVPer,min_investment,div_frequency,NavDate
10125,INF109K01EN4,Dividend - Payout,ICICI Pru Floating Interest Fund-Regular (IDCW-W),Regular,ICICI1544P-DP-W,102.4251,0.14,0.13,500.00,WEEKLY,4th November 2024
10134,INF209K01801,Dividend - Payout,Aditya Birla SL Dynamic Bond Fund - Reg (IDCW-M),Regular,B321MD-DP,10.6053,0.01,0.05,1000.00,MONTHLY,4th November 2024
10134,INF209K01801,Dividend - Reinvest,Aditya Birla SL Dynamic Bond Fund - Reg (IDCW-M),Regular,BS321MD-DR,10.6053,0.01,0.05,1000.00,MONTHLY,4th November 2024
10134,INF209K01DG8,Dividend - Reinvest,Aditya Birla SL Dynamic Bond Fund - Reg (IDCW-M),Regular,B321MD-DR,10.6053,0.01,0.05,1000.00,MONTHLY,4th November 2024
10154,INF082J01069,Growth,Quantum ELSS Tax Saver Fund - Direct (G),Direct,QMFTS-GR,127.76,-0.57,-0.44,500.00,,4th November 2024
10155,INF082J01077,Dividend - Payout,Quantum ELSS Tax Saver Fund - Direct (IDCW),Direct,QMFTS-DP,127.76,-0.57,-0.44,500.00,,4th November 2024
10155,INF082J01085,Dividend - Reinvest,Quantum ELSS Tax Saver Fund - Direct (IDCW),Direct,QMFTS-DR,127.76,-0.57,-0.44,500.00,,4th November 2024
10163,INF761K01181,Growth,Bank of India ELSS Tax Saver (G),Regular,BAFTARG-GR,166.49,-1.68,-1.00,500.00,,4th November 2024
10164,INF761K01165,Dividend - Payout,Bank of India ELSS Tax Saver (IDCW),Regular,BAFTARD-DP,32.07,-0.33,-1.02,500.00,,4th November 2024
10164,INF761K01173,Dividend - Reinvest,Bank of India ELSS Tax Saver (IDCW),Regular,BAFTARD-DR,32.07,-0.33,-1.02,500.00,,4th November 2024
10165,INF761K01157,Growth,Bank of India ELSS Tax Saver - Eco (G),Regular,BAFTAEG-GR,179.76,-1.82,-1.00,500.00,,4th November 2024
10166,INF761K01132,Dividend - Payout,Bank of India ELSS Tax Saver - Eco (IDCW),Regular,BAFTAED-DP,29.84,-0.30,-1.00,500.00,,4th November 2024
10166,INF761K01140,Dividend - Reinvest,Bank of India ELSS Tax Saver - Eco (IDCW),Regular,BAFTAED-DR,29.84,-0.30,-1.00,500.00,,4th November 2024
10207,INF754K01517,Growth,Edelweiss ELSS Tax Saver Fund (G),Regular,EDELESGP-GR,108.45,-0.68,-0.62,500.00,,4th November 2024
10208,INF754K01525,Dividend - Payout,Edelweiss ELSS Tax Saver Fund (IDCW),Regular,EDELESDP-DP,29.03,-0.18,-0.62,500.00,,4th November 2024
10208,INF754K01541,Dividend - Reinvest,Edelweiss ELSS Tax Saver Fund (IDCW),Regular,EDELESDP-DR,29.03,-0.18,-0.62,500.00,,4th November 2024
10219,INF767K01AP2,Dividend - Payout,LIC MF Low Duration Fund - Regular (IDCW-W),Regular,LCSTWD-DP,12.9499,0.01,0.08,5000.00,WEEKLY,4th November 2024
10219,INF767K01AQ0,Dividend - Reinvest,LIC MF Low Duration Fund - Regular (IDCW-W),Regular,LCSTWD-DR,12.9499,0.01,0.08,5000.00,WEEKLY,4th November 2024
10220,INF767K01AK3,Dividend - Payout,LIC MF Low Duration Fund - Regular (IDCW-D),Regular,LCSTDD-DP,10.6756,0.00,-0.04,5000.00,DAILY,4th November 2024
10220,INF767K01AL1,Dividend - Reinvest,LIC MF Low Duration Fund - Regular (IDCW-D),Regular,LCSTDD-DR,10.6756,0.00,-0.04,5000.00,DAILY,4th November 2024
10221,INF769K01788,Growth,Mirae Asset Liquid Fund - Regular (G),Regular,MAFCFGPG-GR,2617.8732,0.53,0.02,5000.00,,4th November 2024
10222,INF769K01804,Dividend - Reinvest,Mirae Asset Liquid Fund - Regular (IDCW-D),Regular,MAFCFDD-DR,1066.4347,0.00,0.00,5000.00,DAILY,4th November 2024
10224,INF769K01812,Dividend - Reinvest,Mirae Asset Liquid Fund - Regular (IDCW-W),Regular,MAFCFDW-DR,1153.651,0.23,0.02,5000.00,WEEKLY,4th November 2024
10225,INF769K01820,Dividend - Reinvest,Mirae Asset Liquid Fund - Regular (IDCW-M),Regular,MAFCFDMR-DR,1154.686,0.24,0.02,5000.00,MONTHLY,4th November 2024
10225,INF769K01838,Dividend - Payout,Mirae Asset Liquid Fund - Regular (IDCW-M),Regular,MAFCFDMD-DP,1154.686,0.24,0.02,5000.00,MONTHLY,4th November 2024
10249,INF761K01462,Growth,Bank of India Conservative Hybrid Fund (G),Regular,BAFRRRG-GR,33.1791,-0.04,-0.12,10000.00,,4th November 2024
10250,INF761K01470,Dividend - Reinvest,Bank of India Conservative Hybrid Fund (IDCW-M),Regular,BAFRRRM-DR-M,17.082,-0.02,-0.11,10000.00,MONTHLY,4th November 2024
10250,INF761K01488,Dividend - Payout,Bank of India Conservative Hybrid Fund (IDCW-M),Regular,BAFRRRM-DP-M,17.082,-0.02,-0.11,10000.00,MONTHLY,4th November 2024
10251,INF761K01496,Dividend - Reinvest,Bank of India Conservative Hybrid Fund (IDCW-Q),Regular,BAFRRRQ-DR-Q,17.7048,-0.03,-0.14,10000.00,QUARTERLY,4th November 2024
10251,INF761K01504,Dividend - Payout,Bank of India Conservative Hybrid Fund (IDCW-Q),Regular,BAFRRRQ-DP-Q,17.7048,-0.03,-0.14,10000.00,QUARTERLY,4th November 2024
10252,INF761K01447,Dividend - Reinvest,Bank of India Conservative Hybrid Fund (IDCW-A),Regular,BAFRRRA-DR-A,16.106,-0.02,-0.15,10000.00,ANNUAL,4th November 2024
10252,INF761K01454,Dividend - Payout,Bank of India Conservative Hybrid Fund (IDCW-A),Regular,BAFRRRA-DP-A,16.106,-0.02,-0.15,10000.00,ANNUAL,4th November 2024
10253,INF761K01397,Growth,Bank of India Conservative Hybrid Fund - Eco (G),Regular,BAFRREG-GR,34.2552,-0.04,-0.13,10000.00,,4th November 2024
10254,INF761K01405,Dividend - Reinvest,Bank of India Conservative Hybrid Fund - Eco (IDCW,Regular,BAFRREM-DR-M,25.9441,-0.04,-0.14,10000.00,MONTHLY,4th November 2024
10254,INF761K01413,Dividend - Payout,Bank of India Conservative Hybrid Fund - Eco (IDCW,Regular,BAFRREM-DP-M,25.9441,-0.04,-0.14,10000.00,MONTHLY,4th November 2024
10264,INF179KA1RU9,Dividend - Payout,HDFC Large and Mid Cap Fund (IDCW),Regular,HDGFDPD-DP,38.985,-0.27,-0.68,100.00,ANNUAL,4th November 2024
10264,INF179KA1RU9,Dividend - Reinvest,HDFC Large and Mid Cap Fund (IDCW),Regular,HDGFDPD-DR,38.985,-0.27,-0.68,100.00,ANNUAL,4th November 2024
10264,INF179KA1RV7,Dividend - Reinvest,HDFC Large and Mid Cap Fund (IDCW),Regular,HDGFDPR-DR,38.985,-0.27,-0.68,100.00,ANNUAL,4th November 2024
10285,INF955L01484,Growth,Baroda BNP Paribas Liquid Fund - Reg (G),Regular,BPLFIG-GR,2871.508,0.59,0.02,5000.00,,4th November 2024
10285,INF955L01484,Growth,Baroda BNP Paribas Liquid Fund - Reg (G),Regular,BPLQIG-GR,2871.508,0.59,0.02,5000.00,,4th November 2024
10286,INF955L01476,Dividend - Reinvest,Baroda BNP Paribas Liquid Fund - Reg (IDCW-D),Regular,BPLFID-DR,1001.1996,0.00,0.00,5000.00,DAILY,4th November 2024
10286,INF955L01476,Dividend - Reinvest,Baroda BNP Paribas Liquid Fund - Reg (IDCW-D),Regular,BPLQID-DR,1001.1996,0.00,0.00,5000.00,DAILY,4th November 2024
10287,INF251K01SK0,Dividend - Payout,Baroda BNP Paribas Liquid Fund - Reg (IDCW-W),Regular,BPLQIW-DP,1001.2405,0.20,0.02,5000.00,WEEKLY,4th November 2024
10287,INF955L01492,Dividend - Payout,Baroda BNP Paribas Liquid Fund - Reg (IDCW-W),Regular,BPLFIW-DP,1001.2405,0.20,0.02,5000.00,WEEKLY,4th November 2024
10287,INF955L01500,Dividend - Reinvest,Baroda BNP Paribas Liquid Fund - Reg (IDCW-W),Regular,BPLFIW-DR,1001.2405,0.20,0.02,5000.00,WEEKLY,4th November 2024
10287,INF955L01500,Dividend - Reinvest,Baroda BNP Paribas Liquid Fund - Reg (IDCW-W),Regular,BPLQIW-DR,1001.2405,0.20,0.02,5000.00,WEEKLY,4th November 2024
10291,INF760K01100,Growth,Canara Robeco ELSS Tax Saver (G),Regular,CRETGP-GR,171.89,-1.66,-0.96,500.00,,4th November 2024
10302,INF251K01EF0,Growth,Baroda BNP Paribas Dynamic Bond Fund-Reg (legacy),Regular,BPFLAG-GR,30.7041,0.04,0.14,5000.00,,4th November 2024
10310,INF044D01864,Growth,Taurus Ethical Fund - (G),Regular,TMFEFGP-GR,130.51,-0.71,-0.54,500.00,,4th November 2024
10310,INF044D01864,Growth,Taurus Ethical Fund - (G),Regular,TREFGP-GR,130.51,-0.71,-0.54,500.00,,4th November 2024
10311,INF044D01831,Dividend - Payout,Taurus Ethical Fund - (IDCW),Regular,TMFEFDP-DP,88.22,-0.48,-0.54,500.00,,4th November 2024
10311,INF044D01831,Dividend - Payout,Taurus Ethical Fund - (IDCW),Regular,TREFDP-DP,88.22,-0.48,-0.54,500.00,,4th November 2024
10311,INF044D01849,Dividend - Reinvest,Taurus Ethical Fund - (IDCW),Regular,TMFEFDP-DR,88.22,-0.48,-0.54,500.00,,4th November 2024
10311,INF044D01849,Dividend - Reinvest,Taurus Ethical Fund - (IDCW),Regular,TREFDP-DR,88.22,-0.48,-0.54,500.00,,4th November 2024
10346,INF740KA1PA5,Dividend - Reinvest,DSP Strategic Bond Fund - Reg (IDCW-D),Regular,DS331-DR,1064.3397,1.56,0.15,100.00,DAILY,4th November 2024
10375,INF209K01MG9,Growth,Aditya Birla SL Floating Rate Fund (G),Regular,BS152IG-GR,330.4012,0.23,0.07,1000.00,,4th November 2024
10376,INF209K01MH7,Dividend - Payout,Aditya Birla SL Floating Rate Fund (IDCW-W),Regular,BS152IW-DP,100.8925,0.07,0.07,1000.00,WEEKLY,4th November 2024
10376,INF209K01MH7,Dividend - Reinvest,Aditya Birla SL Floating Rate Fund (IDCW-W),Regular,BS152IW-DR,100.8925,0.07,0.07,1000.00,WEEKLY,4th November 2024
10386,INF209K01603,Growth,Aditya Birla SL Medium Term Plan (G),Regular,B303G,36.8166,0.02,0.05,1000.00,,4th November 2024
10387,INF209K01595,Dividend - Payout,Aditya Birla SL Medium Term Plan (IDCW-H),Regular,B303FD-DP,12.9529,0.00,0.02,1000.00,HALF YEARLY,4th November 2024
10387,INF209K01595,Dividend - Reinvest,Aditya Birla SL Medium Term Plan (IDCW-H),Regular,BS303FD-DR,12.9529,0.00,0.02,1000.00,HALF YEARLY,4th November 2024
10387,INF209K01CZ0,Dividend - Reinvest,Aditya Birla SL Medium Term Plan (IDCW-H),Regular,B303FD-DR,12.9529,0.00,0.02,1000.00,HALF YEARLY,4th November 2024
10433,INF209K01611,Dividend - Payout,Aditya Birla SL Medium Term Plan (IDCW),Regular,B303MD-DP,15.8979,0.01,0.05,1000.00,,4th November 2024
10433,INF209K01611,Dividend - Reinvest,Aditya Birla SL Medium Term Plan (IDCW),Regular,BS303MD-DR,15.8979,0.01,0.05,1000.00,,4th November 2024
10433,INF209K01DA1,Dividend - Reinvest,Aditya Birla SL Medium Term Plan (IDCW),Regular,B303MD-DR,15.8979,0.01,0.05,1000.00,,4th November 2024
10435,INF209K01637,Dividend - Payout,Aditya Birla SL Medium Term Plan (IDCW-Q),Regular,303WD-DP,12.7913,0.01,0.09,1000.00,QUARTERLY,4th November 2024
10435,INF209K01637,Dividend - Reinvest,Aditya Birla SL Medium Term Plan (IDCW-Q),Regular,303WD-DR,12.7913,0.01,0.09,1000.00,QUARTERLY,4th November 2024
10435,INF209KB1OJ2,Dividend - Reinvest,Aditya Birla SL Medium Term Plan (IDCW-Q),Regular,BS303Q-DR,12.7913,0.01,0.09,1000.00,QUARTERLY,4th November 2024
10452,INF109K01BZ4,Growth,ICICI Pru Focused Equity Fund (G),Regular,TARGET,85.6,-0.95,-1.10,5000.00,,4th November 2024
10453,INF109K01CA5,Dividend - Payout,ICICI Pru Focused Equity Fund (IDCW),Regular,IC1452-DP,27.46,-0.30,-1.08,5000.00,,4th November 2024
10453,INF109K01CA5,Dividend - Reinvest,ICICI Pru Focused Equity Fund (IDCW),Regular,IC1452-DR,27.46,-0.30,-1.08,5000.00,,4th November 2024
10453,INF109K01FM3,Dividend - Payout,ICICI Pru Focused Equity Fund (IDCW),Regular,IC1452P-DP,27.46,-0.30,-1.08,5000.00,,4th November 2024
10457,INF204K01FX9,Dividend - Payout,Nippon India Equity Hybrid Fund (IDCW),Regular,RELRSFB-DP,29.2142,-0.18,-0.60,500.00,,4th November 2024
10457,INF204K01FY7,Dividend - Reinvest,Nippon India Equity Hybrid Fund (IDCW),Regular,RELRSFB-DR,29.2142,-0.18,-0.60,500.00,,4th November 2024
10458,INF204K01FR1,Dividend - Payout,Nippon India Credit Risk Fund (IDCW-Q),Regular,RELRSFD-DP,13.0112,0.01,0.09,500.00,QUARTERLY,4th November 2024
10458,INF204K01FS9,Dividend - Reinvest,Nippon India Credit Risk Fund (IDCW-Q),Regular,RELRSFD-DR,13.0112,0.01,0.09,500.00,QUARTERLY,4th November 2024
10459,INF204K01GC1,Dividend - Payout,Nippon India Value Fund (IDCW),Regular,RELSEDP-DP,47.8616,-0.28,-0.58,500.00,,4th November 2024
10459,INF204K01GD9,Dividend - Reinvest,Nippon India Value Fund (IDCW),Regular,RELSEDP-DR,47.8616,-0.28,-0.58,500.00,,4th November 2024
10488,INF109K01GN9,Growth,ICICI Pru All Seasons Bond Fund - Regular (G),Regular,IC26PP-GR,34.9449,0.03,0.10,5000.00,,4th November 2024
10488,INF109K01GN9,Growth,ICICI Pru All Seasons Bond Fund - Regular (G),Regular,ICLNGTEM26PP-GR,34.9449,0.03,0.10,5000.00,,4th November 2024
10489,INF109K01GK5,Dividend - Payout,ICICI Pru All Seasons Bond Fund - Regular (IDCW),Regular,IC1713P-DP,21.7307,0.02,0.10,5000.00,,4th November 2024
10489,INF109K01GK5,Dividend - Payout,ICICI Pru All Seasons Bond Fund - Regular (IDCW),Regular,ICICI1713P-DP,21.7307,0.02,0.10,5000.00,,4th November 2024
10489,INF109K01GL3,Dividend - Payout,ICICI Pru All Seasons Bond Fund - Regular (IDCW),Regular,IC25PP-DP,21.7307,0.02,0.10,5000.00,,4th November 2024
10489,INF109K01GL3,Dividend - Payout,ICICI Pru All Seasons Bond Fund - Regular (IDCW),Regular,ICLNGTEM25PP-DP,21.7307,0.02,0.10,5000.00,,4th November 2024
10489,INF109K01GL3,Dividend - Reinvest,ICICI Pru All Seasons Bond Fund - Regular (IDCW),Regular,IC25PP-DR,21.7307,0.02,0.10,5000.00,,4th November 2024
10489,INF109K01GL3,Dividend - Reinvest,ICICI Pru All Seasons Bond Fund - Regular (IDCW),Regular,ICLNGTEM25PP-DR,21.7307,0.02,0.10,5000.00,,4th November 2024
10494,INF754K01046,Growth,Edelweiss Large Cap Fund (G),Regular,EDELEGAGG-GR,82.35,-0.48,-0.58,100.00,,4th November 2024
10495,INF754K01012,Dividend - Payout,Edelweiss Large Cap Fund (IDCW),Regular,EDELEGADD-DP,28.13,-0.16,-0.57,100.00,,4th November 2024
10495,INF754K01020,Dividend - Reinvest,Edelweiss Large Cap Fund (IDCW),Regular,EDELEGADR-DR,28.13,-0.16,-0.57,100.00,,4th November 2024
10496,INF754K01087,Growth,Edelweiss Large Cap Fund - Plan B (G),Regular,EDELEGBGG-GR,82.85,-0.48,-0.58,100.00,,4th November 2024
10497,INF754K01053,Dividend - Payout,Edelweiss Large Cap Fund - Plan B (IDCW),Regular,EDELEGBDD-DP,83.84,-0.48,-0.57,100.00,,4th November 2024
10497,INF754K01061,Dividend - Reinvest,Edelweiss Large Cap Fund - Plan B (IDCW),Regular,EDELEGBDR-DR,83.84,-0.48,-0.57,100.00,,4th November 2024
10500,INF754K01129,Growth,Edelweiss Large Cap Fund - Plan C (G),Regular,EDELEGCGG-GR,81.77,-0.47,-0.57,100.00,,4th November 2024
10501,INF754K01095,Dividend - Payout,Edelweiss Large Cap Fund - Plan C (IDCW),Regular,EDELEGCDD-DP,66.83,-0.39,-0.58,100.00,,4th November 2024
10501,INF754K01103,Dividend - Reinvest,Edelweiss Large Cap Fund - Plan C (IDCW),Regular,EDELEGCDR-DR,66.83,-0.39,-0.58,100.00,,4th November 2024
10514,INF760K01449,Growth,Canara Robeco Dynamic Bond Fund (G),Regular,CRDBGP-GR,28.2294,0.04,0.14,5000.00,,4th November 2024
10516,INF760K01423,Dividend - Payout,Canara Robeco Dynamic Bond Fund (IDCW),Regular,CRDBDP-DP,13.9433,0.02,0.17,5000.00,QUARTERLY,4th November 2024
10516,INF760K01431,Dividend - Reinvest,Canara Robeco Dynamic Bond Fund (IDCW),Regular,CRDBDP-DR,13.9433,0.02,0.17,5000.00,QUARTERLY,4th November 2024
10549,INF754K01160,Growth,Edelweiss Aggressive Hybrid Fund - Plan B (G),Regular,EDELENGPG-GR,59.85,-0.32,-0.53,100.00,,4th November 2024
10550,INF754K01137,Dividend - Payout,Edelweiss Aggressive Hybrid Fund - Plan B (IDCW),Regular,EDELENDPD-DP,60.99,-0.33,-0.54,100.00,,4th November 2024
10550,INF754K01145,Dividend - Reinvest,Edelweiss Aggressive Hybrid Fund - Plan B (IDCW),Regular,EDELENDPR-DR,60.99,-0.33,-0.54,100.00,,4th November 2024
10552,INF761K01CO4,Dividend - Reinvest,Bank of India Liquid Fund (IDCW-D),Regular,LFRDR-DR,1002.1069,0.00,0.00,5000.00,DAILY,4th November 2024
10553,INF761K01CW7,Dividend - Reinvest,Bank of India Ultra Short Duration Fund (IDCW-D),Regular,TFRDR-DR,1007.4498,0.00,0.00,5000.00,DAILY,4th November 2024
10586,INF109K01CQ1,Growth,ICICI Pru Corporate Bond Fund - Regular (G),Regular,ICICI1477-GR,28.2355,0.03,0.09,100.00,,4th November 2024
10590,INF109K01CT5,Dividend - Payout,ICICI Pru Corporate Bond Fund - Regular (IDCW-M),Regular,IC1481-DP,10.3841,-0.06,-0.54,100.00,MONTHLY,4th November 2024
10590,INF109K01CT5,Dividend - Payout,ICICI Pru Corporate Bond Fund - Regular (IDCW-M),Regular,ICICI1481-DP-M,10.3841,-0.06,-0.54,100.00,MONTHLY,4th November 2024
10590,INF109K01CT5,Dividend - Reinvest,ICICI Pru Corporate Bond Fund - Regular (IDCW-M),Regular,IC1481-DR,10.3841,-0.06,-0.54,100.00,MONTHLY,4th November 2024
10590,INF109K01CT5,Dividend - Reinvest,ICICI Pru Corporate Bond Fund - Regular (IDCW-M),Regular,ICICI1481-DR-M,10.3841,-0.06,-0.54,100.00,MONTHLY,4th November 2024
10590,INF109K01SK0,Dividend - Payout,ICICI Pru Corporate Bond Fund - Regular (IDCW-M),Regular,IC1481P-DP,10.3841,-0.06,-0.54,100.00,MONTHLY,4th November 2024
10590,INF109K01SK0,Dividend - Payout,ICICI Pru Corporate Bond Fund - Regular (IDCW-M),Regular,ICICI1481P-DP,10.3841,-0.06,-0.54,100.00,MONTHLY,4th November 2024
10591,INF109K01SN4,Dividend - Payout,ICICI Pru Corporate Bond Fund - Regular (IDCW-Q),Regular,IC1482P-DP,11.0242,0.00,0.04,100.00,QUARTERLY,4th November 2024
10591,INF109K01SN4,Dividend - Payout,ICICI Pru Corporate Bond Fund - Regular (IDCW-Q),Regular,ICICI1482P-DP,11.0242,0.00,0.04,100.00,QUARTERLY,4th November 2024
10591,INF109K01SO2,Dividend - Payout,ICICI Pru Corporate Bond Fund - Regular (IDCW-Q),Regular,ICICI1482-DP,11.0242,0.00,0.04,100.00,QUARTERLY,4th November 2024
10591,INF109K01SO2,Dividend - Reinvest,ICICI Pru Corporate Bond Fund - Regular (IDCW-Q),Regular,ICICI1482-DR,11.0242,0.00,0.04,100.00,QUARTERLY,4th November 2024
10610,INF082J01093,Growth,Quantum Equity Fund Of Funds - Direct (G),Direct,QMFFE-GR,81.799,-0.67,-0.81,500.00,,4th November 2024
10611,INF082J01101,Dividend - Payout,Quantum Equity Fund Of Funds - Direct (IDCW),Direct,QMFFE-DP,81.799,-0.67,-0.81,500.00,,4th November 2024
10611,INF082J01119,Dividend - Reinvest,Quantum Equity Fund Of Funds - Direct (IDCW),Direct,QMFFE-DR,81.799,-0.67,-0.81,500.00,,4th November 2024
10630,INF090I01AE7,Growth,Franklin Build India Fund (G),Regular,F387-GR,140.7006,-1.56,-1.10,5000.00,,4th November 2024
10631,INF090I01AC1,Dividend - Payout,Franklin Build India Fund (IDCW),Regular,FR386P-DP,48.0478,-0.53,-1.10,5000.00,,4th November 2024
10631,INF090I01AD9,Dividend - Payout,Franklin Build India Fund (IDCW),Regular,F386-DP,48.0478,-0.53,-1.10,5000.00,,4th November 2024
10631,INF090I01AD9,Dividend - Reinvest,Franklin Build India Fund (IDCW),Regular,F386-DR,48.0478,-0.53,-1.10,5000.00,,4th November 2024
10632,INF789F01PX8,Growth,UTI-Money Market Fund - Regular (G),Regular,UTIMMIGG-GR,2932.1257,2.37,0.08,500.00,,4th November 2024
10633,INF789F01PY6,Dividend - Payout,UTI-Money Market Fund - Regular (IDCW-W),Regular,UTIMMIWD-DP,1204.2177,0.97,0.08,20000.00,WEEKLY,4th November 2024
10633,INF789F01PZ3,Dividend - Reinvest,UTI-Money Market Fund - Regular (IDCW-W),Regular,UTIMMIWR-DR,1204.2177,0.97,0.08,20000.00,WEEKLY,4th November 2024
10634,INF789F01PW0,Dividend - Reinvest,UTI-Money Market Fund - Regular (IDCW-D),Regular,UTIMMIDR-DR,1147.7596,-0.01,0.00,20000.00,DAILY,4th November 2024
10636,INF740K01284,Growth,DSP Global Clean Energy Fund of Fund - Reg (G),Regular,DSP333-GR,17.7344,-0.35,-1.91,100.00,,31st October 2024
10637,INF740K01292,Dividend - Payout,DSP Global Clean Energy Fund of Fund - Reg (IDCW),Regular,DSP334-DP,12.9338,-0.26,-1.94,100.00,,31st October 2024
10637,INF740K01292,Dividend - Reinvest,DSP Global Clean Energy Fund of Fund - Reg (IDCW),Regular,DS334-DR,12.9338,-0.26,-1.94,100.00,,31st October 2024
10637,INF740K01300,Dividend - Reinvest,DSP Global Clean Energy Fund of Fund - Reg (IDCW),Regular,DSP389-DR,12.9338,-0.26,-1.94,100.00,,31st October 2024
10640,INF204K01FT7,Growth,Nippon India Credit Risk Fund - Inst (G),Regular,RELRSFDI-GR,34.3599,0.03,0.09,30000000.00,,4th November 2024
10642,INF205K01304,Growth,Invesco India Largecap Fund (G),Regular,RGFBL-GR,66.62,-0.42,-0.63,1000.00,,4th November 2024
10643,INF205K01312,Dividend - Reinvest,Invesco India Largecap Fund (IDCW),Regular,RGFBL-DR,30.76,-0.20,-0.65,1000.00,,4th November 2024
10643,INF205K01320,Dividend - Payout,Invesco India Largecap Fund (IDCW),Regular,RGFBL-DP,30.76,-0.20,-0.65,1000.00,,4th November 2024
10644,INF843K01138,Growth,Edelweiss Greater China Equity Off-Shore Fund (G),Regular,EDGCGP-GR,37.741,-0.57,-1.49,100.00,,31st October 2024
10645,INF209K01264,Growth,Aditya Birla SL Arbitrage Fund (G),Regular,B205RG,25.4281,0.04,0.15,1000.00,,4th November 2024
10646,INF209K01256,Dividend - Payout,Aditya Birla SL Arbitrage Fund (IDCW),Regular,B205RD-DP,11.2243,0.01,0.13,1000.00,,4th November 2024
10646,INF209K01256,Dividend - Reinvest,Aditya Birla SL Arbitrage Fund (IDCW),Regular,BS205RD-DR,11.2243,0.01,0.13,1000.00,,4th November 2024
10646,INF209K01CI6,Dividend - Reinvest,Aditya Birla SL Arbitrage Fund (IDCW),Regular,B205RD-DR,11.2243,0.01,0.13,1000.00,,4th November 2024
10659,INF174K01336,Growth,Kotak Flexi Cap Fund (G),Regular,K168SF-GR,79.215,-1.05,-1.30,100.00,,4th November 2024
10660,INF174K01344,Dividend - Payout,Kotak Flexi Cap Fund (IDCW),Regular,KO178-DP,47.834,-0.64,-1.31,100.00,,4th November 2024
10660,INF174K01344,Dividend - Reinvest,Kotak Flexi Cap Fund (IDCW),Regular,K178SD-DR,47.834,-0.64,-1.31,100.00,,4th November 2024
10660,INF174K01351,Dividend - Payout,Kotak Flexi Cap Fund (IDCW),Regular,K178DP-DP,47.834,-0.64,-1.31,100.00,,4th November 2024
10661,INF760K01241,Growth,Canara Robeco Consumer Trends Fund (G),Regular,CRCFGP-GR,108.48,-1.06,-0.97,5000.00,,4th November 2024
10662,INF760K01225,Dividend - Payout,Canara Robeco Consumer Trends Fund (IDCW),Regular,CRCFDP-DP,49.04,-0.48,-0.97,5000.00,,4th November 2024
10662,INF760K01233,Dividend - Reinvest,Canara Robeco Consumer Trends Fund (IDCW),Regular,CRCFDP-DR,49.04,-0.48,-0.97,5000.00,,4th November 2024
10666,INF754K01285,Growth,Edelweiss Balanced Advantage Fund (G),Regular,EDELARGPG-GR,49.24,-0.21,-0.42,100.00,,4th November 2024
10667,INF754K01251,Dividend - Payout,Edelweiss Balanced Advantage Fund (IDCW-Q),Regular,EDELARDPD-DP,21.59,-0.10,-0.46,100.00,QUARTERLY,4th November 2024
10667,INF754K01269,Dividend - Reinvest,Edelweiss Balanced Advantage Fund (IDCW-Q),Regular,EDELARDPR-DR,21.59,-0.10,-0.46,100.00,QUARTERLY,4th November 2024
10668,INF200K01T28,Growth,SBI Small Cap Fund (G),Regular,SB346G-GR,179.5088,-0.48,-0.27,5000.00,,4th November 2024
10669,INF200K01T36,Dividend - Payout,SBI Small Cap Fund (IDCW),Regular,SB346DP-DP,106.0505,-0.28,-0.26,5000.00,,4th November 2024
10669,INF200K01T44,Dividend - Payout,SBI Small Cap Fund (IDCW),Regular,SB346D-DP,106.0505,-0.28,-0.26,5000.00,,4th November 2024
10669,INF200K01T44,Dividend - Reinvest,SBI Small Cap Fund (IDCW),Regular,SB346D-DR,106.0505,-0.28,-0.26,5000.00,,4th November 2024
10672,INF251K01DZ0,Dividend - Payout,Baroda BNP Paribas Dynamic Bond Fund-Reg (IDCW-M),Regular,BPFLRM-DP,10.3766,0.02,0.16,5000.00,MONTHLY,4th November 2024
10672,INF251K01EA1,Dividend - Reinvest,Baroda BNP Paribas Dynamic Bond Fund-Reg (IDCW-M),Regular,BPFLRM-DR,10.3766,0.02,0.16,5000.00,MONTHLY,4th November 2024
10674,INF754K01202,Growth,Edelweiss Aggressive Hybrid Fund - Plan A (G),Regular,EDELENAGG-GR,60.48,-0.33,-0.54,100.00,,4th November 2024
10675,INF754K01178,Dividend - Payout,Edelweiss Aggressive Hybrid Fund - Plan A (IDCW),Regular,EDELENADD-DP,28.09,-0.15,-0.53,100.00,,4th November 2024
